FECHA,HORA,MODALIDAD,CANT_FALLECIDOS,CANT_HERIDOS,LATITUD,LONGITUD,DEPARTAMENTO,PROVINCIA,DISTRITO
2021-03-14,12:00:00,DESPISTE,0,0,-13.962113,-73.157053,APURIMAC,AYMARAES,TINTAY
2021-03-15,05:50:00,DESPISTE,0,0,-11.854607,-76.410399,LIMA,HUAROCHIRI,MATUCANA
2021-03-15,05:00:00,DESPISTE,0,0,-8.3311214,-78.8954064,LA LIBERTAD,TRUJILLO,SALAVERRY
2021-03-15,14:15:00,CHOQUE,0,3,-16.006502,-71.2714986,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI
2021-03-15,10:40:00,CHOQUE,0,5,-13.590643,-72.818688,APURIMAC,ABANCAY,ABANCAY
2021-03-16,19:40:00,CHOQUE,0,1,-14.242061,-71.263289,CUSCO,CANCHIS,SICUANI
2021-03-17,06:00:00,DESPISTE,0,12,-11.075278,-76.396722,PASCO,PASCO,HUAYLLAY
2021-03-17,21:00:00,CHOQUE,0,0,-10.436229,-76.191899,PASCO,PASCO,HUARIACA
2021-03-17,15:00:00,DESPISTE,0,1,-9.3027372,-77.6313797,ANCASH,CARHUAZ,ACOPAMPA
2021-03-17,22:55:00,DESPISTE,0,0,-11.007598,-76.365984,PASCO,PASCO,HUAYLLAY
2021-03-17,11:00:00,VOLCADURA,0,0,-14.583782,-72.039924,CUSCO,CHUMBIVILCAS,SANTO TOMAS
2021-03-19,03:00:00,CHOQUE,1,0,-13.568181,-71.830955,CUSCO,CUSCO,SAYLLA
2021-03-19,08:15:00,DESPISTE,0,0,-9.277141137,-78.41733073,ANCASH,SANTA,SAMANCO
2021-03-19,03:00:00,DESPISTE,0,0,-14.423703,-71.3025249,CUSCO,CANAS,LANGUI
2021-03-19,16:30:00,CHOQUE,0,5,-13.616266,-71.57525,CUSCO,QUISPICANCHI,CCATCA
2021-03-20,12:30:00,CHOQUE,2,2,-10.65073658,-77.84661421,LIMA,BARRANCA,PARAMONGA
2021-03-20,16:58:00,CHOQUE,1,2,-16.061934,-71.420414,AREQUIPA,AREQUIPA,YURA
2021-03-20,18:20:00,CHOQUE,0,1,-14.522556,-73.281028,APURIMAC,AYMARAES,COTARUSE
2021-03-20,20:30:00,CHOQUE,1,0,-7.337017,-79.495746,LA LIBERTAD,PACASMAYO,SAN JOSE
2021-03-20,14:20:00,CHOQUE,1,0,-12.029994,-77.000038,LIMA,LIMA,EL AGUSTINO
2021-03-21,13:20:00,DESPISTE,0,1,-11.615587,-76.019311,JUNIN,YAULI,YAULI
2021-03-21,10:40:00,CHOQUE,0,5,-7.223929,-79.204835,CAJAMARCA,CONTUMAZA,YONAN
2021-03-21,09:50:00,DESPISTE,0,1,-7.154639,-78.841694,CAJAMARCA,SAN PABLO,SAN BERNARDINO
2021-03-21,21:30:00,CHOQUE,1,0,-7.256123806,-79.49106603,LA LIBERTAD,PACASMAYO,GUADALUPE
2021-03-22,05:45:00,CHOQUE,0,3,-13.277472,-74.305778,AYACUCHO,HUAMANGA,VINCHOS
2021-03-22,04:30:00,CHOQUE,0,2,-11.52329,-75.895771,JUNIN,YAULI,LA OROYA
2021-03-22,07:00:00,CHOQUE,0,3,-13.395967,-74.060458,AYACUCHO,HUAMANGA,CHIARA
2021-03-22,11:30:00,CHOQUE,0,0,-11.733237,-76.262385,LIMA,HUAROCHIRI,CHICLA
2021-03-22,12:00:00,CHOQUE,0,6,-9.365018718,-77.59402326,ANCASH,CARHUAZ,ANTA-CARHUAZ
2021-03-22,11:00:00,DESPISTE,0,1,-11.923904,-77.01894,LIMA,LIMA,COMAS
2021-03-22,18:30:00,DESPISTE,0,0,-16.48138298,-71.90546929,AREQUIPA,AREQUIPA,VITOR
2021-03-22,06:30:00,DESPISTE,0,0,-10.80741685,-77.70139638,LIMA,BARRANCA,SUPE
2021-03-22,15:30:00,DESPISTE,1,1,-6.133639,-76.841917,SAN MARTIN,MOYOBAMBA,JEPELACIO
2021-03-23,05:30:00,CHOQUE,3,15,-6.953067,-79.700494,LAMBAYEQUE,CHICLAYO,LAGUNAS
2021-03-23,05:50:00,DESPISTE,0,1,-12.693514,-76.644871,LIMA,CAÑETE,MALA
2021-03-23,11:13:00,DESPISTE,0,23,-12.0185402,-76.9120074,LIMA,LIMA,LURIGANCHO
2021-03-23,07:00:00,CHOQUE,0,2,-11.4043227,-77.0679478,LIMA,HUARAL,HUARAL
2021-03-23,12:15:00,CHOQUE,0,0,-6.712465,-79.901214,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE
2021-03-23,10:00:00,DESPISTE,0,1,-11.601701,-76.194838,LIMA,HUAROCHIRI,CHICLA
2021-03-23,14:20:00,CHOQUE,0,0,-10.48217182,-76.18439977,PASCO,PASCO,SAN FRANCISCO DE ASIS DE YARUSYACAN
2021-03-23,10:00:00,DESPISTE,0,1,-13.435002,-73.894678,AYACUCHO,HUAMANGA,OCROS
2021-03-23,17:00:00,CHOQUE,0,0,-13.682583,-71.601917,CUSCO,QUISPICANCHI,URCOS
2021-03-24,04:44:00,DESPISTE,0,0,-14.08011107,-75.73690525,ICA,ICA,ICA
2021-03-24,06:30:00,DESPISTE,0,0,-8.6452616,-74.9670908,UCAYALI,PADRE ABAD,NESHUYA
2021-03-24,10:00:00,DESPISTE,0,0,-9.576771,-78.25534,ANCASH,CASMA,CASMA
2021-03-24,20:30:00,CHOQUE,0,0,-16.181557,-73.751596,AREQUIPA,CARAVELI,ATICO
2021-03-24,15:00:00,CHOQUE,1,0,-10.9575,-74.812222,JUNIN,CHANCHAMAYO,PICHANAQUI
2021-03-24,19:20:00,DESPISTE,0,0,-14.676593,-74.052511,AYACUCHO,LUCANAS,PUQUIO
2021-03-24,21:05:00,DESPISTE,0,0,-11.12399,-77.593772,LIMA,HUAURA,HUACHO
2021-03-24,22:30:00,DESPISTE,0,1,-6.909623,-79.77037,LAMBAYEQUE,CHICLAYO,REQUE
2021-03-24,15:00:00,VOLCADURA,0,0,-13.032778,-74.956944,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA
2021-03-25,01:48:00,DESPISTE,0,0,-11.548472,-77.277472,LIMA,HUARAL,CHANCAY-HUARAL
2021-03-25,09:30:00,CHOQUE,0,0,-16.342944,-71.581417,AREQUIPA,AREQUIPA,CERRO COLORADO
2021-03-25,05:30:00,CHOQUE,0,0,-11.544441,-77.279639,LIMA,HUARAL,CHANCAY-HUARAL
2021-03-25,06:00:00,DESPISTE,0,0,-9.137611,-76.023972,HUANUCO,LEONCIO PRADO,PUEBLO NUEVO
2021-03-25,15:40:00,ATROPELLO,1,1,-14.91014376,-70.57748383,PUNO,MELGAR,AYAVIRI
2021-03-25,17:40:00,CHOQUE,0,0,-10.157824,-77.325641,ANCASH,BOLOGNESI,CAJACAY
2021-03-25,20:30:00,CHOQUE,0,0,-16.60075,-71.855,AREQUIPA,AREQUIPA,LA JOYA
2021-03-26,08:40:00,DESPISTE,0,9,-16.0724899,-71.5546133,AREQUIPA,AREQUIPA,YURA
2021-03-26,02:25:00,CHOQUE,0,3,-5.065465,-81.061817,PIURA,PAITA,PAITA
2021-03-26,02:30:00,CHOQUE,0,0,-6.433246,-79.843743,LAMBAYEQUE,LAMBAYEQUE,PACORA
2021-03-26,17:30:00,CHOQUE,0,0,-11.61266619,-77.22927223,LIMA,HUARAL,AUCALLAMA
2021-03-26,01:19:00,CHOQUE,1,3,-16.1612318,-71.6460037,AREQUIPA,AREQUIPA,YURA
2021-03-26,22:40:00,DESPISTE,0,0,-8.71627,-78.636498,LA LIBERTAD,VIRU,GUADALUPITO
2021-03-27,08:10:00,CHOQUE,0,0,-13.44367516,-72.40327236,CUSCO,ANTA,LIMATAMBO
2021-03-27,10:50:00,DESPISTE,0,0,-11.421899,-75.752332,JUNIN,TARMA,TARMA
2021-03-27,08:45:00,INCENDIO,1,1,-11.78749118,-76.33448866,LIMA,HUAROCHIRI,SAN MATEO
2021-03-27,05:30:00,ATROPELLO,0,2,-5.966861,-79.681972,LAMBAYEQUE,LAMBAYEQUE,OLMOS
2021-03-27,11:30:00,CHOQUE,0,0,-16.2962606,-73.4099665,AREQUIPA,CARAVELI,ATICO
2021-03-27,04:30:00,DESPISTE,0,0,-13.066373,-72.403058,CUSCO,LA CONVENCION,HUAYOPATA
2021-03-27,02:10:00,CHOQUE,1,1,-13.693714,-76.02027,ICA,PISCO,INDEPENDENCIA-PISCO
2021-03-28,11:50:00,CHOQUE,0,0,-11.27918441,-75.92426198,JUNIN,TARMA,SAN PEDRO DE CAJAS
2021-03-28,14:58:00,DESPISTE,0,0,-14.508028,-73.265611,APURIMAC,AYMARAES,COTARUSE
2021-03-28,20:40:00,CHOQUE,0,0,-14.630115,-74.037492,AYACUCHO,LUCANAS,PUQUIO
2021-03-29,03:49:00,INCENDIO,0,1,-10.621833,-77.864472,LIMA,BARRANCA,PARAMONGA
2021-03-29,01:50:00,CHOQUE,0,1,-17.241083,-71.274444,MOQUEGUA,MARISCAL NIETO,MOQUEGUA
2021-03-29,08:30:00,CHOQUE,0,0,-16.529028,-71.779528,AREQUIPA,AREQUIPA,LA JOYA
2021-03-29,10:50:00,DESPISTE,0,0,-5.838415,-77.996227,AMAZONAS,BONGARA,FLORIDA
2021-03-29,12:00:00,DESPISTE,0,0,-16.919,-72.137,AREQUIPA,ISLAY,ISLAY
2021-03-29,16:30:00,CHOQUE,0,1,-11.10148829,-77.58914793,LIMA,HUAURA,SANTA MARIA
2021-03-29,21:30:00,CHOQUE,0,0,-11.7336119,-76.270153,LIMA,HUAROCHIRI,SAN MATEO
2021-03-30,05:30:00,DESPISTE,0,0,-11.16726,-75.989096,JUNIN,JUNIN,JUNIN
2021-03-30,07:30:00,DESPISTE,0,1,-10.664008,-76.17985076,PASCO,PASCO,YANACANCHA
2021-03-30,06:35:00,CHOQUE,0,1,-13.278306,-76.272917,LIMA,CAÑETE,SAN VICENTE DE CAÑETE
2021-03-30,07:30:00,DESPISTE,0,0,-11.458111,-75.953889,JUNIN,YAULI,PACCHA
2021-03-30,15:00:00,ATROPELLO,1,0,-11.512699,-77.296932,LIMA,HUARAL,CHANCAY-HUARAL
2021-03-30,11:40:00,CHOQUE,2,0,-14.68753513,-75.12478235,ICA,NASCA,EL INGENIO
2021-03-30,12:00:00,CHOQUE,0,0,-7.0978035,-78.5684366,CAJAMARCA,CAJAMARCA,CAJAMARCA
2021-03-30,20:30:00,DESPISTE,1,3,-11.2863571,-75.5524992,JUNIN,TARMA,PALCA
2021-03-31,07:00:00,CHOQUE,0,2,-10.66086835,-76.1748592,PASCO,PASCO,YANACANCHA
2021-03-31,08:00:00,DESPISTE,0,1,-11.646123,-77.209465,LIMA,HUARAL,AUCALLAMA
2021-03-31,05:30:00,CHOQUE,2,0,-6.719279,-79.771166,LAMBAYEQUE,CHICLAYO,PICSI
2021-03-31,15:50:00,DESPISTE,0,0,-12.6214977,-76.6706064,LIMA,CAÑETE,SAN ANTONIO
2021-03-31,09:20:00,CHOQUE,0,1,-15.76640693,-71.00530815,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA
2021-04-01,05:00:00,CHOQUE,0,1,-12.83023084,-76.52769561,LIMA,CAÑETE,ASIA
2021-04-01,03:30:00,CHOQUE,2,0,-9.156689,-78.500389,ANCASH,SANTA,NUEVO CHIMBOTE
2021-04-01,01:30:00,DESPISTE,0,0,-9.758015696,-78.24329719,ANCASH,CASMA,CASMA
2021-04-01,20:00:00,ATROPELLO,0,1,-6.183806,-76.833444,SAN MARTIN,MOYOBAMBA,JEPELACIO
2021-04-01,16:45:00,INCENDIO,0,0,-14.358222,-75.636917,ICA,ICA,OCUCAJE
2021-04-03,18:00:00,CHOQUE,1,0,-14.0687821,-72.0667431,CUSCO,CHUMBIVILCAS,CAPACMARCA
2021-04-04,06:00:00,ACCIDENTE,1,0,-11.84957,-76.392631,LIMA,HUAROCHIRI,MATUCANA
2021-04-04,00:30:00,DESPISTE,0,0,-11.739333,-76.2827713,LIMA,HUAROCHIRI,SAN MATEO
2021-04-04,10:25:00,CHOQUE,0,1,-15.499786,-70.150381,PUNO,SAN ROMAN,JULIACA
2021-04-04,14:00:00,VOLCADURA,0,1,-11.58086,-77.261194,LIMA,HUARAL,CHANCAY-HUARAL
2021-04-04,10:30:00,CHOQUE,0,0,-7.141422,-78.390276,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA
2021-04-04,17:30:00,CHOQUE,1,1,-7.1411167,-79.4617754,LA LIBERTAD,CHEPEN,PACANGA
2021-04-04,21:20:00,ATROPELLO,1,0,-10.9298808,-77.6510725,LIMA,HUAURA,VEGUETA
2021-04-04,19:30:00,DESPISTE,0,3,-13.884222,-73.031528,APURIMAC,ABANCAY,PICHIRHUA
2021-04-04,09:30:00,DESPISTE,0,0,-5.844278,-79.356833,CAJAMARCA,JAEN,SAN FELIPE
2021-04-04,21:50:00,CHOQUE,0,0,-13.5794605,-70.4457054,PUNO,CARABAYA,SAN GABAN
2021-04-04,18:00:00,VOLCADURA,0,2,-12.899743,-72.751132,CUSCO,LA CONVENCION,SANTA ANA-LA CONVENCION
2021-04-05,04:30:00,DESPISTE,0,1,-11.910197,-76.540281,LIMA,HUAROCHIRI,SANTA CRUZ DE COCACHACRA
2021-04-05,06:40:00,CHOQUE,0,1,-13.89365075,-76.08861605,ICA,PISCO,PARACAS
2021-04-05,07:00:00,CHOQUE,0,3,-6.492992,-79.857899,LAMBAYEQUE,LAMBAYEQUE,TUCUME
2021-04-05,23:30:00,CHOQUE,0,1,-9.46675,-78.317917,ANCASH,CASMA,CASMA
2021-04-05,11:00:00,CHOQUE,0,0,-10.660861,-76.174861,PASCO,PASCO,YANACANCHA
2021-04-06,01:31:00,CHOQUE,0,1,-11.3249295,-77.47474851,LIMA,HUAURA,HUACHO
2021-04-06,12:35:00,CHOQUE,0,0,-11.665048,-76.250806,LIMA,HUAROCHIRI,CHICLA
2021-04-06,07:45:00,CHOQUE,1,0,-9.546604937,-76.01063967,HUANUCO,HUANUCO,CHINCHAO
2021-04-06,15:10:00,CHOQUE,0,0,-15.669278,-74.525028,AREQUIPA,CARAVELI,YAUCA
2021-04-06,11:00:00,CHOQUE,1,4,-12.054889,-77.004306,LIMA,LIMA,EL AGUSTINO
2021-04-07,03:53:00,CHOQUE,1,0,-9.509393,-78.284072,ANCASH,CASMA,CASMA
2021-04-07,06:00:00,DESPISTE,0,0,-6.1155027,-80.4930224,PIURA,SECHURA,SECHURA
2021-04-07,08:00:00,CHOQUE,0,4,-14.7323541,-70.3618532,PUNO,AZANGARO,ASILLO
2021-04-07,10:40:00,CHOQUE,0,0,-16.721738,-72.417111,AREQUIPA,CAMANA,QUILCA
2021-04-07,11:40:00,DESPISTE,0,0,-7.641725,-79.352038,LA LIBERTAD,ASCOPE,RAZURI
2021-04-07,14:30:00,DESPISTE,0,0,-16.57781006,-72.63070527,AREQUIPA,CAMANA,SAMUEL PASTOR
2021-04-07,14:10:00,DESPISTE,0,0,-8.578978,-77.576011,ANCASH,SIHUAS,HUAYLLABAMBA
2021-04-07,21:00:00,ATROPELLO,1,0,-11.833611,-77.11325,LIMA,LIMA,PUENTE PIEDRA
2021-04-07,14:30:00,CHOQUE,0,0,-11.616663,-76.213286,LIMA,HUAROCHIRI,CHICLA
2021-04-08,04:30:00,CHOQUE,0,0,-12.99014456,-76.48915242,LIMA,CAÑETE,CERRO AZUL
2021-04-08,06:30:00,DESPISTE,9,25,-14.63445233,-73.70718116,AYACUCHO,PARINACOCHAS,CORACORA
2021-04-08,16:40:00,CHOQUE,0,2,-4.1634363,-81.1053255,PIURA,TALARA,LOS ORGANOS
2021-04-08,14:40:00,CHOQUE,0,1,-8.674028,-74.984611,UCAYALI,PADRE ABAD,NESHUYA
2021-04-09,11:50:00,DESPISTE,0,1,-11.939812,-76.953661,LIMA,LIMA,SAN JUAN DE LURIGANCHO
2021-04-09,12:00:00,CHOQUE,0,1,-18.002083,-70.263639,TACNA,TACNA,TACNA
2021-04-09,10:45:00,CHOQUE,0,1,-6.365861,-76.291694,SAN MARTIN,LAMAS,CAYNARACHI
2021-04-09,15:40:00,CHOQUE,1,3,-16.019218,-71.284873,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI
2021-04-09,15:20:00,DESPISTE,0,0,-14.649417,-74.310444,AYACUCHO,LUCANAS,LUCANAS
2021-04-09,21:30:00,CHOQUE,0,0,-12.963821,-72.665313,CUSCO,LA CONVENCION,MARANURA
2021-04-09,14:56:00,CHOQUE,0,1,-11.4361201,-76.6028444,LIMA,CANTA,CANTA
2021-04-09,21:40:00,CHOQUE,1,0,-13.664056,-73.406389,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS
2021-04-10,08:15:00,DESPISTE,0,5,-6.225096506,-80.40029355,LAMBAYEQUE,LAMBAYEQUE,OLMOS
2021-04-10,16:00:00,CHOQUE,1,2,-11.791833,-75.585611,JUNIN,JAUJA,LLOCLLAPAMPA
2021-04-10,09:10:00,DESPISTE,0,0,-7.006083,-78.568972,CAJAMARCA,CAJAMARCA,CAJAMARCA
2021-04-10,19:20:00,CHOQUE,0,1,-5.932639,-79.564444,PIURA,HUANCABAMBA,HUARMACA
2021-04-10,17:10:00,CHOQUE,1,0,-11.914528,-76.610278,LIMA,HUAROCHIRI,RICARDO PALMA
2021-04-11,22:30:00,CHOQUE,0,2,-11.80225,-75.532028,JUNIN,JAUJA,PARCO
2021-04-11,16:15:00,ATROPELLO,0,1,-13.97104864,-75.77886846,ICA,ICA,SALAS-ICA
2021-04-12,03:20:00,CHOQUE,1,0,-10.65750241,-77.8310433,LIMA,BARRANCA,PARAMONGA
2021-04-12,07:00:00,DESPISTE,20,17,-8.67324,-77.554005,ANCASH,SIHUAS,SAN JUAN-SIHUAS
2021-04-12,05:50:00,DESPISTE,0,0,-6.216346,-80.410467,LAMBAYEQUE,LAMBAYEQUE,OLMOS
2021-04-12,11:10:00,DESPISTE,0,0,-16.425872,-73.145244,AREQUIPA,CAMANA,OCOÑA
2021-04-12,14:50:00,CHOQUE,1,0,-9.451328,-78.34477,ANCASH,CASMA,CASMA
2021-04-12,00:45:00,CHOQUE,1,1,-15.30760538,-70.23237923,PUNO,LAMPA,CALAPUJA
2021-04-12,09:50:00,CHOQUE,0,1,-12.029441,-76.979937,LIMA,LIMA,EL AGUSTINO
2021-04-13,02:15:00,INCENDIO,0,0,-12.5410762,-76.7173455,LIMA,CAÑETE,CHILCA
2021-04-13,08:30:00,CHOQUE,0,1,-9.177068353,-78.47839652,ANCASH,SANTA,NUEVO CHIMBOTE
2021-04-13,21:00:00,CHOQUE,0,1,-13.67712804,-76.15882627,ICA,PISCO,SAN CLEMENTE
2021-04-13,23:45:00,DESPISTE,0,2,-5.441917,-80.609167,PIURA,PIURA,EL TALLAN
2021-04-14,00:50:00,DESPISTE,0,3,-14.699855,-74.526354,AYACUCHO,LUCANAS,LEONCIO PRADO
2021-04-14,04:00:00,CHOQUE,0,6,-10.98941855,-77.63745434,LIMA,HUAURA,VEGUETA
2021-04-14,13:30:00,DESPISTE,0,0,-11.642252,-76.232913,LIMA,HUAROCHIRI,CHICLA
2021-04-14,05:45:00,DESPISTE,0,0,-16.5396476,-72.5330146,AREQUIPA,CAYLLOMA,MAJES
2021-04-14,17:40:00,DESPISTE,0,0,-16.766056,-69.872111,PUNO,EL COLLAO,SANTA ROSA-EL COLLAO
2021-04-14,16:30:00,DESPISTE,0,1,-11.331319,-75.890945,JUNIN,TARMA,LA UNION-TARMA
2021-04-14,19:35:00,CHOQUE,0,0,-15.54625,-70.218861,PUNO,SAN ROMAN,JULIACA
2021-04-14,09:00:00,CHOQUE,0,0,-13.923757,-73.065303,APURIMAC,AYMARAES,TINTAY
2021-04-15,00:30:00,DESPISTE,1,0,-11.4793451,-75.6762154,JUNIN,TARMA,TARMA
2021-04-15,07:26:00,DESPISTE,0,0,-17.050028,-70.840855,MOQUEGUA,MARISCAL NIETO,TORATA
2021-04-15,12:30:00,CHOQUE,0,0,-10.10984882,-77.28772769,ANCASH,RECUAY,CATAC
2021-04-15,18:10:00,DESPISTE,0,0,-11.6028202,-77.2034771,LIMA,HUARAL,AUCALLAMA
2021-04-15,22:50:00,CHOQUE,0,1,-11.9795227,-76.7873202,LIMA,LIMA,CHACLACAYO
2021-04-16,06:10:00,DESPISTE,0,0,-12.339782,-76.815605,LIMA,LIMA,PUNTA HERMOSA
2021-04-16,04:30:00,ATROPELLO,1,0,-14.728735,-75.0785,ICA,NASCA,EL INGENIO
2021-04-16,05:55:00,VOLCADURA,0,7,-5.593182,-79.958327,LAMBAYEQUE,LAMBAYEQUE,OLMOS
2021-04-16,08:40:00,CHOQUE,0,0,-16.415887,-73.166639,AREQUIPA,CAMANA,OCOÑA
2021-04-16,17:50:00,CHOQUE,0,1,-11.7118249,-77.1760362,LIMA,LIMA,ANCON
2021-04-16,20:44:00,CHOQUE,0,0,-8.44446286,-78.74498309,LA LIBERTAD,VIRU,VIRU
2021-04-16,17:55:00,CHOQUE,0,0,-8.011929,-78.31968,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA
2021-04-16,10:00:00,CHOQUE,0,0,-13.316661,-74.350066,AYACUCHO,HUAMANGA,VINCHOS
2021-04-17,04:30:00,DESPISTE,0,4,-6.507589,-80.06347,LAMBAYEQUE,LAMBAYEQUE,MORROPE
2021-04-17,05:50:00,CHOQUE,0,0,-12.586306,-76.666556,LIMA,CAÑETE,SAN ANTONIO
2021-04-17,08:00:00,CHOQUE,0,1,-16.521747,-71.793105,AREQUIPA,AREQUIPA,LA JOYA
2021-04-17,06:00:00,DESPISTE,0,0,-7.395013,-79.55722,LA LIBERTAD,PACASMAYO,PACASMAYO
2021-04-17,11:30:00,CHOQUE,0,1,-9.027943392,-78.61619692,ANCASH,SANTA,COISHCO
2021-04-17,16:15:00,CHOQUE,0,7,-11.035475,-75.99709,JUNIN,JUNIN,JUNIN
2021-04-17,19:30:00,DESPISTE,0,1,-13.265719,-72.231532,CUSCO,URUBAMBA,OLLANTAYTAMBO
2021-04-17,22:50:00,CHOQUE,2,2,-14.85893142,-74.97271579,ICA,NASCA,VISTA ALEGRE
2021-04-17,22:50:00,CHOQUE,0,0,-11.214667,-74.655194,JUNIN,SATIPO,RIO NEGRO
2021-04-18,00:30:00,DESPISTE,0,0,-16.470667,-71.694139,AREQUIPA,AREQUIPA,UCHUMAYO
2021-04-18,02:50:00,DESPISTE,0,1,-15.97307,-71.238033,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA
2021-04-18,08:35:00,CHOQUE,1,1,-15.535528,-70.203648,PUNO,SAN ROMAN,JULIACA
2021-04-18,06:35:00,DESPISTE,0,0,-13.657917,-72.931722,APURIMAC,ABANCAY,ABANCAY
2021-04-18,17:17:00,CHOQUE,0,1,-11.665056,-76.250806,LIMA,HUAROCHIRI,CHICLA
2021-04-18,17:10:00,DESPISTE,3,0,-11.613,-76.027111,JUNIN,YAULI,YAULI
2021-04-18,19:50:00,DESPISTE,0,0,-11.693083,-76.265778,LIMA,HUAROCHIRI,CHICLA
2021-04-18,15:30:00,DESPISTE,0,1,-16.293789,-71.639633,AREQUIPA,AREQUIPA,YURA
2021-04-19,08:00:00,CHOQUE,0,3,-8.180314,-78.989746,LA LIBERTAD,TRUJILLO,SALAVERRY
2021-04-19,01:50:00,DESPISTE,0,0,-6.270894,-79.738342,LAMBAYEQUE,LAMBAYEQUE,MOTUPE
2021-04-19,00:00:00,DESPISTE,0,0,-12.6112607,-73.8371044,AYACUCHO,LA MAR,AYNA
2021-04-19,15:43:00,CHOQUE,0,0,-5.672472,-77.754028,SAN MARTIN,RIOJA,PARDO MIGUEL
2021-04-19,23:00:00,CHOQUE,0,2,-11.823324,-75.50154,JUNIN,JAUJA,PARCO
2021-04-20,11:10:00,CHOQUE,0,0,-13.824661,-71.542442,CUSCO,QUISPICANCHI,QUIQUIJANA
2021-04-20,15:20:00,CHOQUE,0,2,-8.4494966,-78.7349924,LA LIBERTAD,VIRU,VIRU
2021-04-20,21:50:00,CHOQUE,0,0,-11.707648,-76.267498,LIMA,HUAROCHIRI,CHICLA
2021-04-20,16:00:00,CHOQUE,0,1,-15.531774,-70.116492,PUNO,SAN ROMAN,JULIACA
2021-04-21,06:35:00,DESPISTE,0,1,-15.687769,-70.575819,PUNO,LAMPA,SANTA LUCIA
2021-04-21,05:10:00,CHOQUE,1,0,-13.935039,-75.862551,ICA,ICA,SALAS-ICA
2021-04-21,08:20:00,CHOQUE,0,0,-10.715583,-77.767056,LIMA,BARRANCA,PATIVILCA
2021-04-21,02:00:00,DESPISTE,0,0,-13.488374,-76.184829,ICA,CHINCHA,TAMBO DE MORA
2021-04-21,06:45:00,DESPISTE,0,0,-13.00375,-72.593667,CUSCO,LA CONVENCION,HUAYOPATA
2021-04-21,17:12:00,CHOQUE,0,2,-13.51786666,-73.74044577,APURIMAC,CHINCHEROS,CHINCHEROS
2021-04-21,14:00:00,CHOQUE,0,0,-11.726,-76.266889,LIMA,HUAROCHIRI,CHICLA
2021-04-21,15:00:00,DESPISTE,0,1,-12.372,-74.918,HUANCAVELICA,TAYACAJA,ACRAQUIA
2021-04-22,05:00:00,DESPISTE,0,2,-16.067004,-71.364641,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI
2021-04-22,11:00:00,DESPISTE,0,1,-9.357624884,-78.38991627,ANCASH,CASMA,COMANDANTE NOEL
2021-04-22,14:00:00,CHOQUE,0,0,-14.146683,-73.306736,APURIMAC,AYMARAES,SAÑAYCA
2021-04-22,11:50:00,DESPISTE,3,2,-8.706016,-78.63988,LA LIBERTAD,VIRU,GUADALUPITO
2021-04-23,01:40:00,CHOQUE,0,0,-16.43700998,-73.11718824,AREQUIPA,CAMANA,OCOÑA
2021-04-23,05:00:00,CHOQUE,0,1,-15.13813763,-74.98217227,ICA,NASCA,MARCONA
2021-04-23,06:15:00,DESPISTE,0,1,-11.262928,-77.519933,LIMA,HUAURA,HUACHO
2021-04-23,12:50:00,CHOQUE,0,0,-16.37825722,-73.27261752,AREQUIPA,CAMANA,OCOÑA
2021-04-23,04:30:00,CHOQUE,0,0,-7.790406,-79.229677,LA LIBERTAD,ASCOPE,CHOCOPE
2021-04-23,13:35:00,ATROPELLO,0,1,-17.994153,-70.244844,TACNA,TACNA,ALTO DE LA ALIANZA
2021-04-23,16:30:00,CHOQUE,0,0,-10.155222,-77.452056,ANCASH,BOLOGNESI,CAJACAY
2021-04-23,15:50:00,CHOQUE,0,2,-6.522223,-79.069554,CAJAMARCA,CHOTA,LLAMA
2021-04-23,15:10:00,CHOQUE,2,0,-15.689611,-70.524136,PUNO,SAN ROMAN,CABANILLAS
2021-04-23,23:20:00,DESPISTE,0,0,-9.357624884,-78.38991627,ANCASH,CASMA,COMANDANTE NOEL
2021-04-23,23:45:00,DESPISTE,0,0,-9.796944,-78.18575,ANCASH,HUARMEY,CULEBRAS
2021-04-23,13:00:00,DESPISTE,0,0,-14.328304,-71.264665,CUSCO,CANAS,LANGUI
2021-04-24,05:50:00,CHOQUE,1,0,-10.8935526,-74.9414799,JUNIN,CHANCHAMAYO,PERENE
2021-04-24,06:40:00,CHOQUE,0,3,-11.775849,-77.163795,LIMA,LIMA,ANCON
2021-04-24,15:10:00,DESPISTE,0,0,-15.863,-74.222394,AREQUIPA,CARAVELI,CHALA
2021-04-24,12:40:00,CHOQUE,1,0,-9.5187762,-77.5297994,ANCASH,HUARAZ,INDEPENDENCIA-HUARAZ
2021-04-24,10:30:00,CHOQUE,3,11,-11.94312,-75.3314,JUNIN,CONCEPCION,MITO
